State   County  Year    UFOSightingCount   Population_Density   Housing_Density
Maine  penobscot  2010  1  45.3  21.7
Oklahoma  okmulgee  2002  2  57.5  25.7
Ohio  pickaway  2005  2  111.1  42.4
New Jersey  bergen  2008  8  3884.5  1512.3
Connecticut  new london  1995  1  389.1  166.2
Missouri  phelps  2004  1  67.2  29.1
Massachusetts  hampden  1994  2  737.8  300.6
Florida  highlands  2010  1  97.2  54.5
Washington  chelan  2007  1  24.8  12.1
Wisconsin  sheboygan  1999  1  219.3  89.5
Georgia  mcintosh  2003  1  33.8  21.7
New Mexico  taos  1998  1  13.6  7.9
Georgia  coweta  2010  2  288.8  113.8
California  santa cruz  1997  3  574.1  222.1
Michigan  macomb  2002  4  1754.9  744.2
North Carolina  durham  2002  1  935.7  420.4
Washington  king  2001  40  912.9  402.4
Ohio  ashtabula  1993  1  146.2  62.3
New York  ontario  1996  1  155.5  66.2
Oklahoma  pontotoc  2003  1  52.0  23.0
Wisconsin  douglas  2005  2  33.9  17.5
New York  suffolk  2007  18  1637.4  624.9
Missouri  pemiscot  2002  1  37.1  16.6
Iowa  lee  2005  1  69.3  31.3
West Virginia  jefferson  1997  1  201.4  84.1
Ohio  adams  2009  1  48.9  22.2
South Carolina  greenville  2010  2  574.7  249.0
Virginia  new kent  1998  1  64.2  24.8
California  mendocino  1995  2  24.6  10.5
South Dakota  butte  1995  1  4.0  1.8
California  lassen  2000  1  7.4  2.6
California  yolo  2000  6  166.5  60.8
Pennsylvania  montgomery  1999  2  1552.6  615.7
Nebraska  platte  2007  1  47.8  19.8
Vermont  chittenden  1999  2  271.9  109.2
South Carolina  oconee  2003  1  118.6  61.9
Colorado  montrose  2009  1  18.4  8.1
Texas  johnson  2008  3  208.3  78.3
Pennsylvania  schuylkill  1997  2  193.1  87.1
New Jersey  hunterdon  2002  1  300.0  115.7
Wisconsin  pierce  1998  1  63.8  23.4
Illinois  sangamon  2003  2  227.4  103.5
Idaho  jefferson  2007  1  23.9  8.0
Ohio  montgomery  1999  3  1210.9  538.1
Washington  okanogan  2007  1  7.8  4.2
Mississippi  itawamba  2004  1  43.9  19.0
Wisconsin  kenosha  2007  2  611.9  254.7
Minnesota  olmsted  2007  2  220.8  92.6
Pennsylvania  delaware  1997  4  2990.4  1177.9
Ohio  geauga  2001  2  233.4  91.4
Utah  grand  2003  2  2.5  1.3
Florida  santa rosa  2000  1  115.8  48.3
Mississippi  marion  2007  2  49.9  21.8
Montana  lewis and clark  2000  1  16.1  7.4
Michigan  midland  2007  2  162.0  69.7
Ohio  crawford  1998  1  116.8  50.2
North Carolina  nash  2008  2  177.3  78.2
Pennsylvania  lycoming  2009  2  94.5  42.7
Michigan  marquette  1991  2  35.5  18.1
Oklahoma  sequoyah  2004  1  63.0  27.7
Oregon  malheur  2004  1  3.2  1.2
Florida  citrus  2006  2  242.8  134.1
North Carolina  macon  2002  1  65.8  49.0
Massachusetts  norfolk  2000  8  1627.5  638.6
Wisconsin  waukesha  1992  1  649.4  252.5
Wisconsin  manitowoc  2006  1  138.3  63.1
Michigan  wayne  1998  7  3356.1  1345.2
Maine  kennebec  1999  1  135.0  65.0
Arkansas  pulaski  2005  4  503.8  231.1
California  el dorado  2010  1  106.0  51.6
Virginia  arlington  1997  1  7323.3  3495.4
California  del norte  2003  1  28.4  11.1
Michigan  wexford  2009  1  57.9  29.6
Kentucky  rowan  2004  2  83.4  36.1
Missouri  maries  2004  3  17.4  8.7
Oklahoma  wagoner  2001  1  130.1  52.9
Virginia  dickenson  2000  1  49.4  23.2
Washington  lewis  2000  1  28.5  12.3
Michigan  tuscola  2008  1  69.4  30.4
Virginia  bedford  2004  1  91.2  42.4
Wisconsin  milwaukee  2003  8  3926.0  1731.8
Pennsylvania  allegheny  1994  3  1755.3  799.3
California  contra costa  1996  4  1317.9  492.5
New Hampshire  strafford  1995  1  304.4  123.5
Texas  montgomery  2004  3  437.5  170.5
Maryland  calvert  2007  1  416.3  158.5
Wisconsin  ozaukee  2007  1  370.7  155.6
Illinois  monroe  2002  1  85.6  34.8
Indiana  steuben  1994  1  107.6  56.2
Colorado  delta  2003  1  27.1  12.8
Indiana  noble  2005  1  115.7  48.9
Vermont  windsor  1999  1  59.1  32.6
New York  cattaraugus  2005  2  61.4  31.4
Wisconsin  sauk  2003  1  74.6  35.8
Ohio  trumbull  2007  1  340.1  155.5
Maine  waldo  2007  1  53.1  29.5
Wisconsin  columbia  2003  4  74.2  34.1
Oklahoma  canadian  1993  1  97.5  37.8
Georgia  morgan  2008  2  51.4  21.5
Missouri  cooper  1999  1  29.5  11.8
Georgia  miller  2008  1  21.7  9.9
Alabama  jefferson  2008  5  592.5  270.5
Maryland  howard  2008  1  1144.9  435.8
Utah  box elder  1997  1  7.5  2.5
Montana  flathead  2001  2  17.9  9.2
Ohio  lake  2009  1  1011.2  444.9
Nevada  clark  2002  29  247.3  106.5
Puerto Rico  san juan  1997  1  9084.4  3808.4
Washington  klickitat  2006  8  10.9  5.2
West Virginia  kanawha  1997  2  221.5  103.9
Montana  ravalli  2009  1  16.8  8.2
Florida  escambia  2005  2  453.4  208.2
Illinois  macoupin  1992  1  56.8  24.4
Tennessee  lauderdale  1999  1  57.6  22.5
Michigan  lake  1999  1  20.0  23.8
California  solano  1995  5  475.8  162.2
Pennsylvania  huntingdon  2010  1  52.5  25.6
Arizona  mohave  2000  2  11.6  6.0
Virginia  wise  1996  1  99.3  44.0
Pennsylvania  bradford  2010  1  54.6  26.1
Kentucky  bourbon  2002  1  69.0  30.8
Missouri  camden  1994  1  56.6  51.1
Oregon  linn  2005  2  50.9  21.3
Missouri  lafayette  1996  1  52.4  21.8
Hawaii  maui  2004  3  133.3  60.6
Ohio  wayne  1998  1  200.9  76.2
New York  columbia  2002  1  99.4  51.6
Georgia  houston  2005  1  372.5  155.3
Wisconsin  washington  2000  1  272.7  106.3
Kansas  johnson  1995  3  946.1  380.9
Nebraska  cuming  2003  1  16.0  7.4
Illinois  winnebago  2005  4  575.2  245.4
Georgia  barrow  2008  2  432.7  164.7
Mississippi  desoto  2006  2  338.7  129.4
California  san mateo  1994  1  1574.7  580.3
New York  queens  2002  6  20553.6  7694.7
Ohio  cuyahoga  1995  7  3040.4  1345.5
Oklahoma  osage  2007  1  21.1  9.4
Oregon  wasco  2005  2  10.6  4.8
Tennessee  coffee  2003  3  123.1  54.6
California  sonoma  2004  12  307.1  129.8
Nebraska  dawes  2004  1  6.6  3.0
West Virginia  berkeley  2007  2  324.4  139.4
Michigan  houghton  2002  1  36.3  18.5
Michigan  ingham  2005  1  505.1  218.1
Nevada  lincoln  2005  2  0.5  0.3
Vermont  franklin  2004  1  75.3  34.1
Michigan  kent  1991  2  670.8  261.6
Maine  penobscot  2001  1  45.3  21.7
Nevada  douglas  2006  2  66.2  33.4
Texas  stephens  2000  1  10.8  5.5
Wisconsin  racine  1995  1  566.9  224.3
Tennessee  trousdale  2001  1  68.9  29.5
South Carolina  dorchester  2006  2  238.2  96.3
Washington  clark  1995  6  549.5  213.3
Colorado  boulder  2000  2  392.3  161.5
Mississippi  yalobusha  2006  1  27.1  13.6
Virginia  fairfax  2008  6  2766.8  1043.6
Michigan  sanilac  2001  1  44.8  23.6
New York  ontario  1991  1  155.5  66.2
Kansas  neosho  2008  1  28.9  13.1
New York  greene  1998  1  74.4  41.0
New York  suffolk  1998  4  1556.0  572.6
New Mexico  otero  2005  1  9.6  4.7
New York  warren  2009  3  75.8  44.7
South Carolina  greenville  2003  2  574.7  249.0
California  mendocino  2002  2  25.1  11.5
Hawaii  hawaii  2001  3  45.9  20.4
New Mexico  sierra  1997  1  3.2  2.1
Kansas  pratt  2008  1  13.1  6.1
Washington  grant  2004  2  33.3  13.1
Illinois  lake  1997  1  1439.7  504.8
California  yolo  2009  5  197.9  74.0
Pennsylvania  warren  2002  1  47.3  26.6
Kentucky  campbell  1999  1  584.7  243.5
Minnesota  anoka  2001  5  782.1  299.5
Ohio  butler  2010  2  788.2  317.5
Texas  burleson  1999  1  24.7  12.3
Ohio  summit  2002  1  1312.6  593.8
Wisconsin  pierce  2005  1  71.5  28.1
Texas  hunt  1992  1  91.1  38.6
Montana  meagher  2003  1  0.8  0.6
Kansas  douglas  1999  1  218.8  88.1
South Dakota  lawrence  2002  1  30.1  15.9
Ohio  geauga  2010  1  233.4  91.4
Vermont  washington  2008  1  86.6  43.6
Montana  lewis and clark  2009  1  18.3  8.7
Alabama  montgomery  2006  2  292.5  129.6
Pennsylvania  venango  2004  1  81.5  40.7
Texas  ector  1996  2  134.4  54.9
New Jersey  somerset  1998  1  976.4  367.7
North Carolina  nash  2003  1  177.3  78.2
Pennsylvania  lycoming  2006  1  94.5  42.7
Tennessee  maury  1997  1  113.4  46.8
Georgia  gwinnett  2005  2  1871.2  677.4
Georgia  rockdale  2007  1  656.5  256.3
Illinois  madison  2009  3  376.3  163.7
California  el dorado  2001  4  106.0  51.6
Virginia  arlington  2004  2  7993.5  4058.0
Kentucky  union  2000  1  45.3  18.1
Oklahoma  cleveland  2002  3  474.7  194.6
Maryland  charles  1999  1  261.5  95.2
California  inyo  2007  3  1.8  0.9
Colorado  kit carson  2007  2  3.8  1.6
Oklahoma  wagoner  2008  2  130.1  52.9
Montana  hill  2010  4  5.6  2.5
Georgia  brantley  2008  1  41.6  18.3
Washington  grays harbor  2004  2  38.3  18.5
Kansas  gray  2007  1  6.9  2.7
Washington  lewis  2009  4  31.4  14.2
Illinois  pike  2002  1  19.8  9.6
Georgia  macon  2008  1  36.8  15.3
Kentucky  calloway  2005  3  96.6  46.9
Texas  cameron  2007  2  456.0  159.3
Wisconsin  milwaukee  2008  4  3926.0  1731.8
Pennsylvania  lancaster  2003  3  550.4  215.0
Wisconsin  dane  1998  2  354.9  150.1
Montana  gallatin  2004  1  34.4  16.2
Illinois  mchenry  2009  7  511.9  192.4
Oklahoma  hughes  2007  1  17.4  7.7
Arkansas  woodruff  2003  1  12.4  6.6
Colorado  delta  2010  1  27.1  12.8
Texas  williamson  2002  3  378.0  145.6
Texas  collin  1995  2  580.1  229.9
Mississippi  jasper  2009  1  25.2  12.1
North Dakota  burleigh  2004  1  49.8  21.9
New York  cattaraugus  2010  1  61.4  31.4
Florida  broward  2007  8  1444.9  669.9
Iowa  linn  2004  2  294.6  128.7
Wisconsin  columbia  2010  1  74.2  34.1
Montana  yellowstone  1997  3  49.1  20.7
North Carolina  davidson  2002  1  294.7  131.5
Michigan  ionia  2008  1  111.9  43.4
Washington  snohomish  2001  30  341.8  137.3
Maryland  howard  2001  1  1144.9  435.8
Alabama  baldwin  2004  6  114.6  65.5
New Mexico  sandoval  1993  2  24.2  9.4
Ohio  lake  2000  3  996.9  409.7
Texas  shelby  2008  1  32.0  14.9
Nevada  clark  2009  23  247.3  106.5
Kentucky  fayette  1995  2  915.6  408.3
Missouri  jackson  2001  5  1115.3  516.3
North Carolina  gaston  2004  1  578.8  249.1
Colorado  ouray  2007  1  8.2  5.7
Puerto Rico  san juan  2004  1  8262.3  4178.2
West Virginia  kanawha  2010  3  214.1  102.7
Wisconsin  outagamie  2007  1  277.2  114.7
Tennessee  shelby  2001  4  1215.5  521.9
New York  chenango  1999  1  57.5  26.7
Arkansas  cleburne  2002  2  46.9  28.6
Pennsylvania  somerset  2002  2  72.4  35.5
Florida  martin  2000  1  1157.9  437.9
Florida  brevard  1996  1  467.7  218.1
Ohio  logan  2000  1  100.4  47.1
Arizona  mohave  2009  4  15.0  8.3
Virginia  wise  2007  1  102.8  44.5
Texas  parker  1997  1  97.9  37.7
Delaware  sussex  1997  1  167.1  99.3
Colorado  eagle  2004  3  31.0  18.6
Kansas  butler  2007  2  46.1  18.2
North Dakota  mclean  2002  1  4.2  2.6
Texas  comal  2005  13  193.9  84.2
Hawaii  honolulu  1997  1  1460.8  526.9
Arizona  yuma  2000  4  29.0  13.4
Virginia  page  2005  4  77.3  37.3
Missouri  stoddard  2009  1  36.4  16.5
Ohio  wayne  2005  1  206.4  82.6
Virginia  smyth  2005  1  71.4  34.2
Georgia  burke  2008  1  28.2  11.9
New York  columbia  1995  1  99.2  47.5
Florida  indian river  2007  1  274.5  151.8
California  tulare  1996  1  76.3  24.8
Ohio  ross  2005  3  113.3  46.6
Minnesota  winona  1996  1  79.8  31.2
California  napa  2009  1  182.4  73.2
Alabama  henry  2004  1  30.8  15.8
Illinois  winnebago  1996  1  541.9  222.7
New York  chemung  2009  4  218.1  94.2
Ohio  cuyahoga  2000  6  3040.4  1345.5
Oregon  columbia  2005  1  75.1  31.5
Indiana  kosciusko  2008  1  145.6  69.7
Pennsylvania  jefferson  2000  1  70.1  33.7
Texas  duval  2006  1  6.6  3.1
New York  delaware  2008  1  33.3  21.6
Florida  lee  1996  2  548.6  305.4
North Carolina  orange  2010  1  336.2  139.7
Michigan  kent  1996  5  670.8  261.6
California  shasta  1996  6  43.1  18.2
Oklahoma  comanche  2009  1  116.1  47.5
California  sacramento  2004  12  1470.8  576.3
Minnesota  mcleod  2007  1  74.6  32.1
New York  albany  2007  4  581.9  263.5
Connecticut  new london  2009  7  412.2  182.0
Washington  whatcom  2001  8  95.5  43.0
California  madera  2002  2  70.6  23.0
Massachusetts  hampden  2008  1  751.0  311.4
South Carolina  dorchester  1999  1  167.8  64.8
Wisconsin  sheboygan  2001  2  225.9  99.3
Ohio  highland  2004  2  78.8  35.0
Washington  clark  2004  5  676.2  266.2
Virginia  fairfax  2001  6  2766.8  1043.6
Massachusetts  essex  1998  2  1444.9  573.5
Vermont  bennington  2007  2  55.0  31.0
Colorado  boulder  2009  10  405.6  175.0
Washington  king  1999  35  817.0  349.1
North Carolina  ashe  2005  1  64.0  40.7
Iowa  kossuth  2004  1  16.0  7.7
Oregon  coos  2004  3  39.5  19.2
North Carolina  randolph  2004  1  181.1  78.0
Texas  liberty  2009  1  65.3  24.8
Pennsylvania  lackawanna  2001  2  467.1  210.9
Oregon  lincoln  2010  2  47.0  31.2
Illinois  lake  2010  7  1585.6  586.7
Kansas  sumner  1995  1  22.0  9.2
South Dakota  turner  1995  1  14.3  6.2
Vermont  chittenden  2009  8  291.7  122.5
Arizona  santa cruz  2009  1  38.3  14.6
Texas  tarrant  1992  1  1675.0  655.3
Minnesota  anoka  2010  6  782.1  299.5
Ohio  butler  2005  1  788.2  317.5
Washington  columbia  1995  1  4.7  2.3
Montana  meagher  2010  1  0.8  0.6
Connecticut  windham  2005  2  230.9  95.7
Georgia  lincoln  2004  1  38.0  22.7
Montana  big horn  2006  2  2.6  0.9
North Carolina  bladen  2009  1  40.2  20.3
Virginia  prince william  1995  1  831.3  290.3
Georgia  hall  2002  1  457.5  175.2
New Jersey  gloucester  2005  2  895.3  341.0
West Virginia  hancock  2005  1  371.3  176.0
West Virginia  preston  1997  1  45.2  20.7
North Carolina  burke  2000  2  175.9  73.9
Wisconsin  ashland  2001  1  15.5  9.2
Texas  freestone  2010  1  22.6  10.6
Florida  seminole  2006  9  1367.0  586.3
Georgia  oconee  2008  1  178.0  67.2
North Carolina  brunswick  2005  1  126.8  91.5
Pennsylvania  berks  2000  3  435.0  174.9
Texas  galveston  2002  1  769.9  350.2
Mississippi  madison  2005  1  133.2  54.0
New Jersey  somerset  2005  10  1071.7  408.0
Michigan  marquette  2001  1  37.1  19.0
Pennsylvania  lebanon  2007  2  369.1  153.6
Wisconsin  waukesha  2006  2  709.4  292.7
Virginia  greensville  1998  1  39.1  12.7
Ohio  union  2009  1  121.1  45.0
Michigan  wayne  2008  10  2974.4  1342.5
Illinois  madison  2000  4  357.2  150.3
Texas  zavala  1999  1  8.9  3.1
Arkansas  pulaski  1995  1  468.9  209.0
Tennessee  sullivan  2001  4  379.4  178.4
Texas  henderson  1997  1  83.8  41.1
Indiana  johnson  1999  1  359.8  140.8
Georgia  brantley  2003  2  41.6  18.3
Kentucky  magoffin  1994  1  43.1  17.6
Indiana  vermillion  2009  1  63.1  29.1
Texas  bowie  2006  2  104.6  43.5
Georgia  walton  2009  1  257.2  99.6
Pennsylvania  lancaster  2008  8  550.4  215.0
New York  oswego  2008  2  128.3  56.3
Michigan  otsego  2010  1  46.9  28.6
Wyoming  laramie  2005  2  34.2  15.1
Mississippi  oktibbeha  2003  1  104.0  45.7
New York  otsego  2006  1  62.2  30.7
Iowa  madison  2006  1  27.9  11.7
Illinois  mchenry  1998  2  430.9  153.9
Texas  mclennan  2005  3  226.5  91.7
Alabama  randolph  1995  1  38.5  17.7
Washington  wahkiakum  1997  1  14.5  6.8
Mississippi  grenada  2009  1  51.9  24.1
Colorado  san miguel  2002  1  5.7  5.2
Texas  williamson  1993  1  222.6  80.4
Alabama  etowah  2007  3  195.2  88.7
Florida  broward  1998  9  1346.5  614.8
North Dakota  emmons  2007  1  2.4  1.4
Wisconsin  la crosse  2004  2  253.8  107.2
Michigan  ionia  2001  1  111.9  43.4
Texas  san jacinto  2009  1  46.3  23.2
Virginia  loudoun  2004  2  605.8  212.3
Maryland  wicomico  1997  2  224.4  91.2
Virginia  botetourt  1997  1  56.2  23.2
Florida  flagler  2005  2  197.1  100.1
Florida  clay  2007  1  315.8  124.9
Arizona  navajo  2007  2  10.8  5.7
Wyoming  sweetwater  1999  1  3.6  1.5
Ohio  muskingum  1998  1  127.3  52.9
Montana  ravalli  1999  3  15.1  6.7
Oklahoma  ellis  2005  1  3.4  1.9
Tennessee  rutherford  2005  3  424.0  166.2
Tennessee  shelby  2010  3  1215.5  521.9
Missouri  moniteau  2003  1  37.6  14.9
Indiana  elkhart  2007  2  426.5  167.9
Iowa  muscatine  1998  1  95.1  38.3
Florida  martin  2009  1  1315.5  521.4
Illinois  jackson  2006  4  103.1  48.9
Montana  phillips  1997  1  0.9  0.5
West Virginia  raleigh  2008  1  130.3  59.4
Oregon  crook  2006  1  7.0  3.4
Texas  parker  2004  2  129.4  51.6
New Jersey  morris  2001  4  1069.8  412.5
Washington  thurston  1997  3  285.2  119.2
Colorado  pueblo  2005  2  66.7  29.1
Ohio  coshocton  2006  1  65.4  29.3
Georgia  glynn  2005  2  189.7  97.0
Minnesota  pine  2002  1  21.1  12.2
New Jersey  ocean  1992  2  803.0  390.9
Iowa  polk  2000  9  657.9  274.8
Kansas  sedgwick  1997  2  453.2  191.3
Arkansas  poinsett  2006  2  32.4  14.4
Hawaii  honolulu  2010  11  1586.7  560.8
Arizona  pima  2001  8  106.7  48.0
Washington  cowlitz  2004  1  89.8  38.1
Tennessee  carter  2008  2  168.3  81.3
Maryland  cecil  2007  1  292.0  118.7
Iowa  black hawk  2005  3  231.7  98.8
Mississippi  tippah  1998  1  45.5  19.4
Nevada  lyon  2006  1  26.0  11.3
Florida  indian river  1998  2  224.4  115.1
Illinois  champaign  1995  1  180.2  75.5
Minnesota  dakota  2009  10  709.0  283.9
Vermont  essex  2009  1  9.5  7.6
Oregon  deschutes  2004  6  52.3  26.6
Ohio  franklin  2007  4  2186.1  990.6
Indiana  decatur  1999  1  65.9  26.8
Mississippi  harrison  2002  2  326.0  148.4
California  napa  2000  2  164.9  64.4
Oklahoma  pawnee  1994  1  29.2  13.1
Minnesota  cass  2005  2  14.1  12.3
Pennsylvania  chester  2001  4  664.7  256.4
Florida  holmes  2001  1  41.6  18.0
Missouri  howell  2002  1  43.6  19.4
Indiana  lake  2009  2  994.1  418.4
Michigan  gogebic  2003  3  14.9  9.8
Ohio  cuyahoga  2009  6  2800.0  1360.0
Idaho  bonner  2008  1  23.6  14.2
New York  delaware  2007  1  33.3  21.6
Illinois  morgan  1998  1  64.4  26.9
Ohio  lorain  2006  3  613.6  258.7
South Dakota  bon homme  2001  1  12.5  5.2
Ohio  hamilton  2004  2  1976.7  929.7
Florida  lee  2003  6  788.7  473.0
California  santa clara  1997  5  1303.6  448.9
Nevada  humboldt  2000  1  1.7  0.7
Texas  milam  2006  1  24.3  11.1
Oklahoma  comanche  2002  1  116.1  47.5
California  sacramento  1997  3  1267.0  491.7
Kentucky  warren  2003  3  210.1  87.2
Nebraska  otoe  2009  1  25.6  11.4
Washington  whatcom  2008  5  95.5  43.0
Tennessee  overton  2008  1  50.9  23.7
Pennsylvania  northumberland  2004  4  206.2  98.4
Connecticut  new haven  2007  11  1426.7  598.8
Kentucky  pike  2006  1  82.6  38.5
Texas  titus  2002  1  79.6  29.7
Oregon  clackamas  2007  8  201.0  83.9
Virginia  fairfax  1998  7  2454.8  909.8
Ohio  guernsey  2006  1  76.8  36.8
Florida  okeechobee  2008  1  52.0  24.1
Texas  taylor  1995  1  138.2  56.9
Oregon  coos  1999  1  39.2  18.3
Kentucky  boyd  2009  1  309.9  136.4
Texas  hays  2004  13  231.7  87.6
Wisconsin  langlade  2002  1  22.9  14.2
Missouri  johnson  1997  1  58.1  22.7
New York  saratoga  2010  1  271.1  121.8
Oregon  lincoln  2001  2  47.0  31.2
Virginia  henrico  2000  1  1101.8  472.9
Alaska  fairbanks north star  2006  2  13.3  5.7
West Virginia  brooke  2007  1  269.8  122.9
Texas  fort bend  1997  10  405.3  132.6
Ohio  butler  1996  1  712.2  277.8
Minnesota  hubbard  1999  1  19.9  13.3
Minnesota  washington  2005  2  619.7  240.4
Tennessee  montgomery  2006  2  319.6  130.0
Georgia  stephens  2008  1  146.1  70.7
Missouri  franklin  2002  3  110.0  47.1
Utah  cache  2005  1  96.7  31.8
Virginia  prince william  2002  1  1195.0  407.6
Georgia  hall  2009  2  457.5  175.2
Missouri  carter  2005  2  12.3  6.4
North Carolina  currituck  2006  2  89.9  55.2
New Jersey  gloucester  2010  3  895.3  341.0
Tennessee  gibson  2010  1  82.4  36.5
North Carolina  burke  2009  2  179.3  80.6
Arkansas  montgomery  1999  1  11.8  6.5
Kentucky  mercer  1997  1  83.0  37.0
Indiana  white  2005  1  48.8  25.7
California  san bernardino  1997  7  85.2  30.0
Montana  lewis and clark  1995  1  16.1  7.4
North Dakota  cass  2000  2  69.8  30.5
Pennsylvania  lebanon  2008  3  369.1  153.6
Tennessee  maury  2003  3  132.0  57.5
Michigan  wayne  2001  11  2974.4  1342.5
Illinois  madison  1999  2  357.2  150.3
